party,Locality_name,Locality_symbol,Can_vote,voters,Proper_votes,number_of_votes,hebrew_party_name,english_party_name,year
כן,משמרות,213,239,178,177,62,קדימה,kadima,2009
כן,מבוא חורון,3709,591,540,539,0,קדימה,kadima,2009
כן,אילון,294,719,555,550,146,קדימה,kadima,2009
כן,מלאה,164,224,167,167,30,קדימה,kadima,2009
כן,גלגל,3606,110,64,64,31,קדימה,kadima,2009
כן,בית מאיר,751,377,298,298,10,קדימה,kadima,2009
כן,יצהר,3749,402,289,289,0,קדימה,kadima,2009
כן,יבנה,2660,24960,16144,15929,4006,קדימה,kadima,2009
כן,מטע,822,404,273,271,67,קדימה,kadima,2009
כן,שילה,3641,1171,923,916,2,קדימה,kadima,2009
כן,אמונים,772,599,417,413,135,קדימה,kadima,2009
כן,עגור,794,250,176,170,34,קדימה,kadima,2009
כן,עין יעקב,813,503,366,364,59,קדימה,kadima,2009
כן,"כפר הרא""ה",217,603,499,498,20,קדימה,kadima,2009
כן,ברכה,3710,720,563,562,1,קדימה,kadima,2009
כן,כפר רופין,295,395,267,267,78,קדימה,kadima,2009
כן,ניר יפה,165,342,213,212,86,קדימה,kadima,2009
כן,"ייט""ב",3607,121,92,92,3,קדימה,kadima,2009
כן,תעוז,752,360,257,255,48,קדימה,kadima,2009
כן,אלפי מנשה,3750,4733,3502,3480,1191,קדימה,kadima,2009
כן,אום אל-פחם,2710,24838,14660,14543,31,קדימה,kadima,2009
כן,כפר ויתקין,190,1183,906,902,399,קדימה,kadima,2009
כן,חיננית,3643,431,349,348,13,קדימה,kadima,2009
כן,עמיקם,773,360,282,280,133,קדימה,kadima,2009
כן,יערה,795,392,317,315,31,קדימה,kadima,2009
כן,תלמים,814,478,342,338,9,קדימה,kadima,2009
כן,עופרה,3617,1480,1241,1227,5,קדימה,kadima,2009
כן,שתולים,763,1020,700,696,171,קדימה,kadima,2009
כן,נווה איתן,296,215,141,141,46,קדימה,kadima,2009
כן,גן יבנה,166,11117,7902,7832,2420,קדימה,kadima,2009
כן,מעלה אפרים,3608,1210,594,585,145,קדימה,kadima,2009
כן,ינוב,753,545,369,364,117,קדימה,kadima,2009
כן,מגדלים,3751,91,51,51,7,קדימה,kadima,2009
כן,טירה,2720,13548,8379,8315,169,קדימה,kadima,2009
כן,ארגמן,3598,139,84,82,27,קדימה,kadima,2009
כן,תלמי יפה,744,201,144,143,61,קדימה,kadima,2009
כן,צוריאל,774,239,158,157,17,קדימה,kadima,2009
כן,צלפון,796,473,326,326,36,קדימה,kadima,2009
כן,זבדיאל,815,343,256,255,5,קדימה,kadima,2009
כן,רמות מאיר,735,469,327,326,124,קדימה,kadima,2009
כן,כפר מרדכי,764,363,290,287,131,קדימה,kadima,2009
כן,כפר מסריק,297,490,373,373,99,קדימה,kadima,2009
כן,עין החורש,167,654,507,507,101,קדימה,kadima,2009
כן,חמרה,3609,127,76,76,36,קדימה,kadima,2009
כן,גורן,755,339,241,238,18,קדימה,kadima,2009
כן,מעלה לבונה,3752,310,226,225,0,קדימה,kadima,2009
כן,טייבה,2730,20688,13321,13150,42,קדימה,kadima,2009
כן,מחולה,3599,262,200,199,5,קדימה,kadima,2009
כן,גמזו,745,553,469,466,11,קדימה,kadima,2009
כן,יד נתן,775,310,218,217,89,קדימה,kadima,2009
כן,אחיעזר,797,883,677,676,16,קדימה,kadima,2009
כן,זנוח,816,306,186,183,9,קדימה,kadima,2009
כן,גילת,736,716,493,490,100,קדימה,kadima,2009
כן,משגב דב,765,428,327,327,156,קדימה,kadima,2009
כן,מסילות,298,487,296,296,103,קדימה,kadima,2009
כן,כפר יונה,168,10790,7117,7039,2635,קדימה,kadima,2009
כן,מצפה שלם,3610,127,91,90,36,קדימה,kadima,2009
כן,בית עזרא,756,679,492,491,140,קדימה,kadima,2009
כן,אספר,3754,151,88,88,0,קדימה,kadima,2009
כן,קרית שמונה,2800,17894,9355,9220,1581,קדימה,kadima,2009
כן,קליה,3601,227,144,144,56,קדימה,kadima,2009
כן,יסעור,575,315,193,193,65,קדימה,kadima,2009
כן,מחסיה,776,265,177,176,15,קדימה,kadima,2009
כן,יגל,798,488,353,348,60,קדימה,kadima,2009
כן,עזריקם,817,721,494,493,98,קדימה,kadima,2009
כן,עולש,737,600,466,464,206,קדימה,kadima,2009
כן,מלכיה,596,361,240,239,75,קדימה,kadima,2009
כן,דליה,300,668,482,478,143,קדימה,kadima,2009
כן,כפר יעבץ,170,458,328,322,37,קדימה,kadima,2009
כן,קרית ארבע,3611,3979,2682,2655,65,קדימה,kadima,2009
כן,מצליח,757,852,555,540,147,קדימה,kadima,2009
כן,סוסיה,3756,367,281,281,0,קדימה,kadima,2009
כן,ירושלים,3000,353784,217905,215743,24803,קדימה,kadima,2009
כן,להבות חביבה,715,296,198,196,60,קדימה,kadima,2009
כן,כברי,576,726,526,524,132,קדימה,kadima,2009
כן,נחשון,777,369,280,280,69,קדימה,kadima,2009
כן,זכריה,799,548,395,393,59,קדימה,kadima,2009
כן,רמת הכובש,184,579,430,429,171,קדימה,kadima,2009
כן,דור,738,270,201,199,84,קדימה,kadima,2009
כן,פלמחים,597,507,318,317,115,קדימה,kadima,2009
כן,בית עוזיאל,301,375,254,251,52,קדימה,kadima,2009
כן,פרדסיה,171,4432,3286,3266,1438,קדימה,kadima,2009
כן,בקעות,3612,143,93,93,37,קדימה,kadima,2009
כן,יד חנה,758,205,148,146,43,קדימה,kadima,2009
כן,אדורה,3759,155,103,103,28,קדימה,kadima,2009
כן,חברון,3400,272,219,219,0,קדימה,kadima,2009
כן,אייל,716,314,245,243,87,קדימה,kadima,2009
כן,יד בנימין,577,1112,981,979,3,קדימה,kadima,2009
כן,תרום,778,362,266,263,13,קדימה,kadima,2009
כן,בית חנניה,800,450,346,344,155,קדימה,kadima,2009
כן,נעורים,186,127,58,57,29,קדימה,kadima,2009
כן,שדה עוזיהו,739,752,501,497,64,קדימה,kadima,2009
כן,בית קמה,598,387,281,279,115,קדימה,kadima,2009
כן,דפנה,302,546,400,393,155,קדימה,kadima,2009
כן,גבעת חיים (מאוחד),173,853,624,621,203,קדימה,kadima,2009
כן,גיתית,3613,155,113,113,17,קדימה,kadima,2009
כן,יציץ,759,471,262,257,39,קדימה,kadima,2009
כן,אורנית,3760,4212,3164,3147,1037,קדימה,kadima,2009
כן,כפר עציון,3488,367,292,289,9,קדימה,kadima,2009
כן,חגור,717,566,426,425,219,קדימה,kadima,2009
כן,סאסא,578,422,283,283,93,קדימה,kadima,2009
כן,עמינדב,779,471,341,339,87,קדימה,kadima,2009
כן,חמד,801,407,337,337,28,קדימה,kadima,2009
כן,כפר הס,187,825,647,645,269,קדימה,kadima,2009
כן,אשתאול,740,564,417,415,44,קדימה,kadima,2009
כן,פרוד,599,265,157,156,42,קדימה,kadima,2009
כן,דן,303,425,300,300,89,קדימה,kadima,2009
כן,נטעים,174,381,301,301,105,קדימה,kadima,2009
כן,מכורה,3614,113,74,72,34,קדימה,kadima,2009
כן,בן זכאי,760,458,342,338,22,קדימה,kadima,2009
כן,איתמר,3762,359,269,269,0,קדימה,kadima,2009
כן,נתיב הגדוד,3555,130,70,70,36,קדימה,kadima,2009
כן,ירחיב,718,521,350,342,95,קדימה,kadima,2009
כן,כפר ראש הנקרה,579,730,515,514,180,קדימה,kadima,2009
כן,אורה,780,604,445,442,97,קדימה,kadima,2009
כן,"גבעת כ""ח",802,406,261,259,44,קדימה,kadima,2009
כן,אשדות יעקב  (מאוח,188,389,248,248,69,קדימה,kadima,2009
כן,שואבה,741,379,299,298,72,קדימה,kadima,2009
כן,נירים,602,363,255,254,79,קדימה,kadima,2009
כן,שדה אליהו,304,549,369,367,33,קדימה,kadima,2009
כן,אביחיל,175,884,675,671,253,קדימה,kadima,2009
כן,פצאל,3615,223,146,146,40,קדימה,kadima,2009
כן,שובה,761,304,210,208,3,קדימה,kadima,2009
כן,גבע בנימין,3763,2047,1469,1447,112,קדימה,kadima,2009
כן,אלמוג,3556,118,94,92,32,קדימה,kadima,2009
כן,תל קציר,719,244,160,160,65,קדימה,kadima,2009
כן,"כרם מהר""ל",580,468,374,373,131,קדימה,kadima,2009
כן,אבן ספיר,783,447,296,294,55,קדימה,kadima,2009
כן,יושיביה,803,202,146,145,4,קדימה,kadima,2009
כן,כפר פינס,189,306,261,259,3,קדימה,kadima,2009
כן,מסילת ציון,742,520,402,401,163,קדימה,kadima,2009
כן,אלקוש,603,250,176,176,12,קדימה,kadima,2009
כן,גשר,305,454,302,301,84,קדימה,kadima,2009
כן,אפיקים,176,1011,688,678,173,קדימה,kadima,2009
כן,מעלה אדומים,3616,22714,15071,14918,1884,קדימה,kadima,2009
כן,בטחה,762,485,354,351,21,קדימה,kadima,2009
כן,חגי,3764,235,203,202,0,קדימה,kadima,2009
כן,קדומים,3557,2082,1716,1705,5,קדימה,kadima,2009
כן,ניר גלים,720,387,320,315,9,קדימה,kadima,2009
כן,כפר הנגיד,582,704,513,512,237,קדימה,kadima,2009
כן,בית נחמיה,784,514,375,373,145,קדימה,kadima,2009
כן,אחיסמך,804,750,511,507,39,קדימה,kadima,2009
כן,אלון מורה,3579,795,625,621,2,קדימה,kadima,2009
כן,כפר שמואל,743,500,401,399,144,קדימה,kadima,2009
כן,בית עריף,604,534,390,388,56,קדימה,kadima,2009
כן,שדמות דבורה,306,374,276,274,116,קדימה,kadima,2009
כן,"כפר ביל""ו",177,763,601,596,225,קדימה,kadima,2009
כן,גן יאשיה,734,506,408,405,190,קדימה,kadima,2009
כן,ערוגות,593,559,435,433,169,קדימה,kadima,2009
כן,עלי,3765,1417,1064,1054,17,קדימה,kadima,2009
כן,תומר,3558,240,164,164,53,קדימה,kadima,2009
כן,שדה אילן,721,289,239,233,29,קדימה,kadima,2009
כן,זיקים,584,415,245,245,115,קדימה,kadima,2009
כן,רינתיה,616,572,430,429,136,קדימה,kadima,2009
כן,ישעי,805,441,341,339,10,קדימה,kadima,2009
כן,שפיר,692,385,294,293,46,קדימה,kadima,2009
כן,מבקיעים,573,239,158,158,54,קדימה,kadima,2009
כן,כפר שמאי,605,253,153,152,17,קדימה,kadima,2009
כן,הזורעים,307,398,308,307,9,קדימה,kadima,2009
כן,רמת יוחנן,178,681,469,467,123,קדימה,kadima,2009
כן,בן עמי,712,473,370,368,104,קדימה,kadima,2009
כן,צפריה,594,344,283,281,13,קדימה,kadima,2009
כן,כרמי צור,3766,324,275,274,0,קדימה,kadima,2009
כן,אלקנה,3560,2194,1825,1819,20,קדימה,kadima,2009
כן,מגשימים,722,555,424,421,179,קדימה,kadima,2009
כן,לביא,585,503,399,396,27,קדימה,kadima,2009
כן,ברקאי,617,418,263,260,52,קדימה,kadima,2009
כן,עין יהב,806,458,349,349,156,קדימה,kadima,2009
כן,"נתיב הל""ה",693,347,255,253,71,קדימה,kadima,2009
כן,גשר הזיו,574,902,632,632,240,קדימה,kadima,2009
כן,מזור,606,689,536,534,233,קדימה,kadima,2009
כן,מחניים,308,333,226,223,66,קדימה,kadima,2009
כן,אבן יהודה,182,7508,5352,5319,2108,קדימה,kadima,2009
כן,רעים,713,324,234,234,88,קדימה,kadima,2009
כן,לוחמי הגיטאות,595,427,296,293,89,קדימה,kadima,2009
כן,נחליאל,3767,190,141,140,0,קדימה,kadima,2009
כן,מגדל עוז,3561,226,160,158,0,קדימה,kadima,2009
כן,בית הגדי,723,407,299,297,10,קדימה,kadima,2009
כן,מגידו,586,414,332,331,124,קדימה,kadima,2009
כן,חדיד,618,421,321,319,52,קדימה,kadima,2009
כן,חניאל,807,603,444,444,214,קדימה,kadima,2009
כן,מעגן מיכאל,694,1306,927,922,257,קדימה,kadima,2009
כן,בצרה,389,640,491,491,227,קדימה,kadima,2009
כן,מירון,607,359,235,232,5,קדימה,kadima,2009
כן,נהורה,309,775,524,517,135,קדימה,kadima,2009
כן,ירקונה,183,257,203,202,91,קדימה,kadima,2009
כן,ארז,714,338,227,227,76,קדימה,kadima,2009
כן,שוקדה,415,183,125,125,7,קדימה,kadima,2009
כן,פדואל,3768,541,462,461,0,קדימה,kadima,2009
כן,תקוע,3563,1032,757,751,6,קדימה,kadima,2009
כן,הודיה,726,466,276,274,47,קדימה,kadima,2009
כן,סביון,587,3065,2081,2062,883,קדימה,kadima,2009
כן,בית גוברין,619,206,154,154,63,קדימה,kadima,2009
כן,כפר ורבורג,320,645,505,504,207,קדימה,kadima,2009
כן,מגן,695,410,304,302,88,קדימה,kadima,2009
כן,רגבה,390,699,526,522,231,קדימה,kadima,2009
כן,כפר חושן,609,444,300,299,35,קדימה,kadima,2009
כן,כפר גליקסון,310,271,189,188,80,קדימה,kadima,2009
כן,חלמיש,3573,693,544,543,2,קדימה,kadima,2009
כן,גאולים,379,587,416,412,129,קדימה,kadima,2009
כן,מעין ברוך,416,338,219,219,73,קדימה,kadima,2009
כן,הר אדר,3769,2040,1621,1614,566,קדימה,kadima,2009
כן,כוכב השחר,3564,818,707,705,1,קדימה,kadima,2009
כן,תלמי יחיאל,727,475,313,311,140,קדימה,kadima,2009
כן,בני ראם,588,684,526,521,17,קדימה,kadima,2009
כן,משואות יצחק,620,460,379,376,22,קדימה,kadima,2009
כן,בית הלל,322,444,297,295,147,קדימה,kadima,2009
כן,"כפר חב""ד",696,3008,1960,1948,1,קדימה,kadima,2009
כן,גלאון,393,361,247,245,57,קדימה,kadima,2009
כן,סתריה,610,655,495,494,192,קדימה,kadima,2009
כן,גן שורק,311,227,161,160,57,קדימה,kadima,2009
כן,בית אל,3574,2817,2420,2409,2,קדימה,kadima,2009
כן,להבות הבשן,380,439,303,299,89,קדימה,kadima,2009
כן,יקום,417,491,379,376,103,קדימה,kadima,2009
כן,חשמונאים,3770,1708,1347,1344,10,קדימה,kadima,2009
כן,רימונים,3565,436,286,278,51,קדימה,kadima,2009
כן,משמר השבעה,729,540,410,409,170,קדימה,kadima,2009
כן,בצת,589,278,200,198,69,קדימה,kadima,2009
כן,עין צורים,622,725,587,586,8,קדימה,kadima,2009
כן,שאר ישוב,324,289,198,196,68,קדימה,kadima,2009
כן,בארותיים,697,529,413,410,205,קדימה,kadima,2009
כן,שובל,394,562,378,373,128,קדימה,kadima,2009
כן,צרופה,612,551,415,412,141,קדימה,kadima,2009
כן,נווה ים,312,175,128,127,66,קדימה,kadima,2009
כן,בית חורון,3575,578,487,487,21,קדימה,kadima,2009
כן,מכמורת,382,986,661,659,259,קדימה,kadima,2009
כן,בני ציון,418,663,526,525,246,קדימה,kadima,2009
כן,עץ אפרים,3778,483,375,369,46,קדימה,kadima,2009
כן,יפית,3566,122,65,65,19,קדימה,kadima,2009
כן,אליפלט,730,374,229,227,23,קדימה,kadima,2009
כן,נווה אור,590,315,211,211,65,קדימה,kadima,2009
כן,יראון,623,381,238,234,77,קדימה,kadima,2009
כן,מצובה,325,485,311,309,120,קדימה,kadima,2009
כן,בורגתה,698,668,494,491,252,קדימה,kadima,2009
כן,משמר הנגב,395,662,392,392,139,קדימה,kadima,2009
כן,ציפורי,613,473,348,348,132,קדימה,kadima,2009
כן,אפק,313,396,281,280,94,קדימה,kadima,2009
כן,מצפה יריחו,3576,893,718,716,1,קדימה,kadima,2009
כן,"עין הנצי""ב",383,419,325,324,19,קדימה,kadima,2009
כן,סעד,419,530,424,424,59,קדימה,kadima,2009
כן,כוכב יעקב,3779,2639,2027,2004,1,קדימה,kadima,2009
כן,סלעית,3567,348,254,254,129,קדימה,kadima,2009
כן,מישר,731,404,324,322,111,קדימה,kadima,2009
כן,עשרת,591,829,651,645,310,קדימה,kadima,2009
כן,ג'לג'וליה,627,4442,2746,2716,9,קדימה,kadima,2009
כן,בית יצחק-שער חפר,326,1418,1106,1102,507,קדימה,kadima,2009
כן,ניר ישראל,699,528,388,384,168,קדימה,kadima,2009
כן,נבטים,396,501,353,349,87,קדימה,kadima,2009
כן,שומרה,614,261,177,175,18,קדימה,kadima,2009
כן,נגבה,315,508,339,337,121,קדימה,kadima,2009
כן,שדמות מחולה,3578,315,261,261,2,קדימה,kadima,2009
כן,עמיעד,385,475,278,278,136,קדימה,kadima,2009
כן,משאבי שדה,421,460,302,301,100,קדימה,kadima,2009
כן,ביתר עילית,3780,13019,9860,9780,6,קדימה,kadima,2009
כן,ריחן,3568,112,78,78,29,קדימה,kadima,2009
כן,משמר הירדן,732,372,259,257,55,קדימה,kadima,2009
כן,בני דרום,592,296,253,253,12,קדימה,kadima,2009
כן,כפר ברא,633,1415,839,839,29,קדימה,kadima,2009
כן,שדות ים,327,581,439,437,170,קדימה,kadima,2009
כן,חצב,700,709,458,453,149,קדימה,kadima,2009
כן,חצרים,397,729,533,531,207,קדימה,kadima,2009
כן,קדרון,615,960,751,750,342,קדימה,kadima,2009
כן,כפר נטר,316,591,484,480,237,קדימה,kadima,2009
כן,רביבים,354,658,401,399,117,קדימה,kadima,2009
כן,בני דרור,386,983,724,715,323,קדימה,kadima,2009
כן,חרב לאת,422,450,353,349,149,קדימה,kadima,2009
כן,קדר,3781,456,329,326,55,קדימה,kadima,2009
כן,מבוא דותן,3569,223,124,124,29,קדימה,kadima,2009
כן,עזריה,711,570,420,417,62,קדימה,kadima,2009
כן,יחיעם,409,376,258,257,83,קדימה,kadima,2009
כן,כפר קאסם,634,10071,7397,7352,153,קדימה,kadima,2009
כן,שדה נחמיה,329,443,311,311,123,קדימה,kadima,2009
כן,ארבל,701,318,218,218,78,קדימה,kadima,2009
כן,שרשרת,398,224,145,143,3,קדימה,kadima,2009
כן,שמרת,432,359,255,255,54,קדימה,kadima,2009
כן,בית אורן,317,268,157,157,46,קדימה,kadima,2009
כן,חורשים,355,250,159,159,46,קדימה,kadima,2009
כן,כפר מונש,387,624,471,464,193,קדימה,kadima,2009
כן,העוגן,423,565,404,400,127,קדימה,kadima,2009
כן,שמעה,3784,206,131,131,37,קדימה,kadima,2009
כן,אריאל,3570,13280,8672,8520,820,קדימה,kadima,2009
כן,עברון,376,606,461,457,79,קדימה,kadima,2009
כן,צאלים,413,367,252,247,80,קדימה,kadima,2009
כן,מוקייבלה,635,1684,929,917,2,קדימה,kadima,2009
כן,אלומות,330,224,137,137,41,קדימה,kadima,2009
כן,האון,702,155,91,90,20,קדימה,kadima,2009
כן,בארי,399,757,583,578,120,קדימה,kadima,2009
כן,נחשולים,433,373,280,277,129,קדימה,kadima,2009
כן,עמיעוז,318,205,129,125,19,קדימה,kadima,2009
כן,הגושרים,356,496,347,344,115,קדימה,kadima,2009
כן,כפר קיש,388,265,182,181,74,קדימה,kadima,2009
כן,גבים,424,279,212,209,63,קדימה,kadima,2009
כן,נעלה,3787,467,341,339,66,קדימה,kadima,2009
כן,שבי שומרון,3571,482,362,359,6,קדימה,kadima,2009
כן,המעפיל,377,451,320,316,99,קדימה,kadima,2009
כן,קלחים,414,219,147,147,28,קדימה,kadima,2009
כן,צנדלה,636,915,418,411,1,קדימה,kadima,2009
כן,ניר צבי,331,816,656,649,298,קדימה,kadima,2009
